age,education,black,hispanic,married,nodegree,re74,re75,re78
21,13,0,0,0,0,11181.5400390625,10530.6796875,7181.7509765625
24,16,0,0,0,0,0,0,0
50,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
31,16,0,0,1,0,23475.9296875,24018.970703125,25564.669921875
46,12,0,0,1,0,21448.08984375,20261.080078125,25372.5703125
40,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
27,16,0,0,1,0,8315.1279296875,16105.740234375,16315.580078125
19,12,0,0,1,0,11773.23046875,24550.689453125,25009.0390625
36,12,0,0,1,0,25862.3203125,23884.689453125,25564.669921875
33,16,0,0,1,0,25862.3203125,23576.759765625,25564.669921875
39,14,0,0,1,0,25862.3203125,25243.55078125,0
36,16,0,0,1,0,24686.759765625,24135.33984375,25564.669921875
52,12,0,0,1,0,25862.3203125,25243.55078125,16045.16015625
46,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
38,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
29,18,0,0,1,0,21130.689453125,25243.55078125,25564.669921875
48,12,0,0,1,0,12972.3095703125,7608.87109375,14039.8798828125
21,14,0,0,0,0,5227.32421875,9911.2255859375,14783.1796875
48,12,0,0,1,0,21988.849609375,22445.26953125,24805.119140625
45,12,0,0,1,0,21847.779296875,22466.759765625,25564.669921875
43,12,0,0,1,0,25862.3203125,23931.240234375,23320
31,13,0,0,1,0,25552.759765625,21440.900390625,25564.669921875
18,11,0,0,0,1,754.31768798828125,392.0805969238281,17088.4296875
16,9,0,0,0,1,442.7943115234375,2143.01611328125,3670.673095703125
39,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
18,12,0,0,0,0,1244.134033203125,9023.2255859375,25564.669921875
54,14,0,0,1,0,13726.6201171875,13269.8701171875,15925.4599609375
19,11,0,0,0,1,0,1167.2900390625,11996.1796875
42,12,0,0,1,0,5869.962890625,5340.5322265625,2255.010986328125
18,11,0,0,0,1,826.81060791015625,1555.7900390625,10208.1396484375
29,14,0,0,0,0,7601.955078125,12426.6298828125,20299.529296875
37,16,0,0,1,0,21853.66015625,21892.060546875,22856
32,12,0,0,1,0,17290.529296875,18354.390625,21561.509765625
27,16,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
41,12,0,0,0,0,10805.3603515625,17915.759765625,6482.7861328125
45,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
18,11,0,0,0,1,74.45214080810547,0,1751.10595703125
32,13,0,0,1,0,25474.390625,25243.55078125,0
31,12,0,0,1,0,534.87982177734375,0,3864.2548828125
49,8,0,0,1,1,0,623.03228759765625,384.2088928222656
37,12,0,0,1,0,13195.66015625,19451.849609375,14450.6904296875
47,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
20,12,0,0,0,0,2106.2119140625,5012.90283203125,11821.8095703125
54,14,0,0,1,0,25862.3203125,25243.55078125,13363.080078125
30,11,0,0,1,1,8810.8232421875,12347.849609375,15087.58984375
33,12,0,0,1,0,0,0,25564.669921875
31,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
52,13,0,0,1,0,25862.3203125,25243.55078125,20221.2109375
29,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
48,6,0,0,1,1,25862.3203125,24529.2109375,23055.490234375
51,4,0,0,1,1,18276.0390625,17074.310546875,22962.390625
22,12,0,0,0,0,12355.1396484375,15158.66015625,18991.740234375
16,10,0,1,0,1,0,187.98390197753906,8792.47265625
36,16,0,0,1,0,25862.3203125,24926.66015625,25564.669921875
47,9,0,0,1,1,22067.220703125,22260.869140625,24929.25
23,16,0,0,1,0,19051.91015625,18825.240234375,21743.26953125
41,12,0,0,1,0,25860.359375,25243.55078125,8647.65625
29,15,0,0,1,0,25862.3203125,24744.05078125,25564.669921875
24,12,0,0,0,0,18785.44921875,21150.869140625,15196.9404296875
22,12,1,0,1,0,22772.560546875,21612.76953125,15462.9296875
25,12,0,0,0,0,11728.169921875,19041.869140625,22910.669921875
29,16,0,0,0,0,18803.080078125,25243.55078125,25564.669921875
19,11,0,1,0,1,1340.137939453125,11839.400390625,14415.2197265625
19,12,0,0,0,0,858.15887451171875,2954.031982421875,25564.669921875
18,10,0,0,0,1,0,630.1934814453125,15928.41015625
46,12,0,1,1,0,25862.3203125,25243.55078125,25564.669921875
28,11,0,1,1,1,25862.3203125,25243.55078125,25564.669921875
38,12,0,0,0,0,15576.169921875,13964.51953125,0
27,12,0,0,1,0,25862.3203125,24033.2890625,25564.669921875
22,12,0,0,0,0,0,0,0
24,16,0,0,1,0,20237.26953125,25166.560546875,25564.669921875
41,12,0,0,1,0,23207.51953125,25243.55078125,25564.669921875
24,12,0,0,0,0,9382.9287109375,8126.27392578125,13400.01953125
46,12,0,0,1,0,13319.099609375,20069.51953125,10431.26953125
42,8,1,0,1,1,20676.140625,17219.3203125,23484.029296875
17,9,1,0,0,1,1647.7430419921875,845.03228759765625,325.09979248046875
46,6,0,0,1,1,21164,17885.3203125,25564.669921875
44,12,0,0,1,0,21747.859375,21573.390625,21966.41015625
27,12,0,0,1,0,15160.8095703125,10068.76953125,1584.123046875
39,12,0,0,1,0,25472.4296875,25243.55078125,15025.51953125
29,14,0,0,1,0,5640.72900390625,6210.62890625,5780.8662109375
53,12,0,0,1,0,23575.859375,16988.369140625,25564.669921875
26,12,0,0,1,0,3832.325927734375,4828.5,0
46,12,0,0,1,0,13848.099609375,12335.3203125,0
55,10,0,0,1,1,0,0,17141.630859375
29,8,0,0,1,1,16330.490234375,17364.33984375,24292.349609375
44,12,0,0,0,0,10589.83984375,10432.2099609375,11505.580078125
19,11,0,0,1,1,11473.4697265625,8867.4677734375,18143.529296875
50,10,0,0,1,1,25862.3203125,22085.419921875,21168.4296875
34,12,0,0,1,0,25862.3203125,21471.33984375,25379.94921875
39,12,0,0,1,0,25474.390625,25243.55078125,25564.669921875
47,12,0,0,1,0,3136.785888671875,2866.305908203125,4945.951171875
24,12,0,0,1,0,7643.10009765625,1546.8389892578125,3262.820068359375
27,12,0,0,0,0,11589.0595703125,9481.5478515625,16686.490234375
26,12,0,0,1,0,14563.23046875,1084.93505859375,19513.380859375
29,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
47,13,0,0,1,0,24392.869140625,25243.55078125,25564.669921875
22,15,0,0,0,0,3511.006103515625,0,9854.958984375
51,12,0,0,1,0,25382.30078125,25243.55078125,25564.669921875
50,7,0,0,1,1,0,16549.740234375,2822.4580078125
46,12,0,0,1,0,25862.3203125,25243.55078125,0
19,13,0,0,0,0,6947.56005859375,7795.06494140625,3313.06298828125
37,12,0,0,1,0,25862.3203125,24702.869140625,25128.740234375
26,13,0,0,1,0,20958.279296875,25243.55078125,25564.669921875
22,13,0,0,1,0,17061.30078125,13688.8095703125,25136.130859375
30,12,0,0,1,0,25862.3203125,17563.060546875,25564.669921875
34,12,0,0,1,0,24367.400390625,25243.55078125,25564.669921875
48,12,0,0,1,0,25591.939453125,25243.55078125,25564.669921875
17,11,0,0,0,1,2768.444091796875,2153.758056640625,21388.609375
49,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
22,16,0,0,1,0,11048.3095703125,7659,21700.41015625
22,12,0,0,0,0,24212.619140625,22839.150390625,25564.669921875
27,16,0,0,1,0,19853.25,23014.599609375,25564.669921875
27,16,0,0,1,0,20721.2109375,25243.55078125,25564.669921875
45,12,0,0,1,0,0,4407.77392578125,12303.5498046875
20,13,0,0,0,0,0,3202.886962890625,14289.6201171875
25,14,0,0,1,0,0,3315.677001953125,25564.669921875
25,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
28,16,1,0,1,0,6422.47705078125,3689.85498046875,25564.669921875
27,11,1,0,1,1,16698.830078125,18837.76953125,0
36,9,1,0,1,1,18405.349609375,16413.6796875,22071.3203125
36,5,1,0,1,1,17976.26953125,21227.849609375,25354.830078125
32,11,1,0,1,1,25862.3203125,25243.55078125,25564.669921875
34,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
39,9,0,0,1,1,25315.689453125,24801.33984375,8470.3291015625
44,12,0,0,1,0,25862.3203125,19639.83984375,24599.7109375
17,7,0,0,0,1,1442.02001953125,1247.85498046875,4481.94482421875
40,12,0,0,1,0,22502.1796875,24162.189453125,25301.630859375
31,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
35,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
42,14,0,0,1,0,0,0,0
17,11,0,0,0,1,0,2551.2099609375,11966.6298828125
28,15,0,0,1,0,15584.009765625,13964.51953125,446.2734069824219
24,12,0,0,0,0,6606.64794921875,4515.19384765625,2045.1739501953125
49,11,0,0,1,1,19243.919921875,17430.580078125,18273.5703125
27,12,0,0,0,0,16745.849609375,7252.59716796875,11356.330078125
30,16,0,0,0,0,15213.7099609375,0,0
29,18,0,0,1,0,21326.619140625,21299.470703125,24834.669921875
33,12,0,0,1,0,391.8533935546875,0,0
43,12,0,0,1,0,23961.830078125,22735.310546875,20298.05078125
17,11,0,0,0,1,90.12626647949219,3432.048095703125,13444.3603515625
16,9,0,0,0,1,0,1176.241943359375,2781.0810546875
47,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
52,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
38,12,0,0,0,0,23885.419921875,21963.6796875,23614.0703125
25,13,0,0,1,0,15006.01953125,17577.390625,25564.669921875
29,12,0,0,1,0,17423.759765625,6871.2578125,22242.740234375
19,12,0,0,1,0,7288.47314453125,13576.01953125,17657.349609375
30,9,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
38,12,0,0,1,0,17747.0390625,16696.55078125,0
18,10,0,0,0,1,2031.760009765625,2035.5970458984375,5794.166015625
39,7,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
54,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
18,11,0,0,0,1,162.6190948486328,307.93548583984375,3712.049072265625
54,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
34,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
52,8,0,0,1,1,24206.740234375,25243.55078125,25564.669921875
51,12,0,0,1,0,25862.3203125,25243.55078125,25320.83984375
24,17,0,0,1,0,11592.98046875,13309.259765625,7806.8291015625
36,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
28,16,0,0,1,0,23605.25,24699.2890625,25564.669921875
41,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
44,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
19,12,0,0,0,0,6005.15283203125,8242.64453125,15368.3603515625
18,12,0,0,0,0,0,1416.14501953125,11273.580078125
17,10,0,0,0,1,0,0,9365.8310546875
41,7,0,0,1,1,23873.669921875,24420,25564.669921875
34,12,0,0,0,0,0,0,0
44,12,0,0,1,0,23260.419921875,18017.810546875,23832.76953125
33,11,0,0,1,1,20785.859375,14145.33984375,23153.01953125
34,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
34,18,0,0,1,0,25862.3203125,25243.55078125,11082.9501953125
27,9,0,0,1,1,6708.52978515625,10793.849609375,12152.8203125
55,10,0,0,1,1,22847.009765625,19269.240234375,24459.330078125
27,12,0,0,1,0,6716.3671875,7198.88720703125,8080.208984375
48,12,0,0,1,0,0,0,0
18,12,0,0,0,0,746.480712890625,1097.468017578125,0
24,12,0,0,1,0,22431.650390625,25243.55078125,25564.669921875
45,12,0,0,1,0,11483.259765625,11191.3095703125,11363.7197265625
17,10,0,0,0,1,1197.112060546875,4411.35498046875,7966.423828125
55,14,0,0,1,0,0,16845.150390625,25564.669921875
26,12,0,0,1,0,25862.3203125,14544.580078125,13543.3603515625
20,12,0,0,0,0,6880.94482421875,0,3543.587890625
41,10,0,0,1,1,12261.08984375,9651.62890625,14242.330078125
40,12,0,0,1,0,25862.3203125,25243.55078125,0
30,12,0,0,1,0,22819.580078125,23739.6796875,25564.669921875
24,14,0,0,1,0,12137.66015625,11384.66015625,7013.2900390625
29,9,0,0,1,1,23765.91015625,20164.400390625,19321.26953125
26,14,0,0,1,0,16399.060546875,14732.5595703125,2355.49609375
23,15,0,0,1,0,1516.4730224609375,2331,14141.83984375
21,14,0,0,0,0,10341.009765625,5494.5,712.26422119140625
18,12,0,0,0,0,5291.97998046875,5118.5322265625,15881.1298828125
16,9,0,0,0,1,527.04278564453125,2791.113037109375,8108.2861328125
43,8,0,0,1,1,22966.529296875,22640.419921875,21846.7109375
20,12,0,0,0,0,239.03050231933594,19.69355010986328,8653.5673828125
17,10,0,0,0,1,0,0,8117.15185546875
47,16,0,0,1,0,25862.3203125,25243.55078125,0
47,18,0,0,1,0,7831.18896484375,0,0
40,13,0,0,1,0,0,0,0
21,12,0,0,0,0,0,0,6521.20703125
24,12,0,0,1,0,11665.4697265625,9526.3056640625,25397.689453125
25,9,0,0,1,1,1500.7979736328125,2343.531982421875,0
29,12,0,0,1,0,22711.8203125,18912.970703125,10815.48046875
29,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
33,12,0,0,1,0,24966.939453125,25243.55078125,15734.830078125
32,12,0,0,1,0,24490.83984375,2717.7099609375,25564.669921875
22,12,0,0,1,0,13450.3701171875,13158.8701171875,16699.7890625
32,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
35,9,0,0,1,1,18695.3203125,12274.4501953125,24784.4296875
43,10,0,0,1,1,562.3095703125,93.096771240234375,25564.669921875
46,10,0,0,1,1,22206.330078125,20871.580078125,25564.669921875
40,12,0,0,1,0,24012.76953125,23549.900390625,22641.73046875
49,16,0,0,1,0,13501.3095703125,15531.0498046875,14440.33984375
50,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
16,10,0,0,0,1,0,16.112899780273438,5667.0810546875
40,8,0,0,1,1,10376.2802734375,8711.7099609375,12341.9697265625
36,16,0,0,1,0,25862.3203125,0,25564.669921875
22,12,0,0,0,0,17633.400390625,19335.48046875,23643.630859375
16,9,0,0,0,1,0,1002.5809936523438,2370.27294921875
54,12,0,0,1,0,4563.1318359375,4398.8232421875,3913.02001953125
46,12,0,0,0,0,1673.2139892578125,13479.33984375,14026.580078125
43,12,0,0,1,0,25862.3203125,0,25564.669921875
18,11,0,0,0,1,0,0,5068.60205078125
45,10,0,0,1,1,0,19305.05078125,0
17,11,0,0,0,1,0,589.01611328125,2467.802978515625
29,10,0,0,1,1,22337.599609375,21235.01953125,13175.41015625
46,12,0,0,1,0,25862.3203125,22885.689453125,25564.669921875
54,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
17,10,0,0,0,1,640.68017578125,1403.613037109375,12508.9599609375
44,8,0,0,1,1,18279.9609375,9229.11328125,18535.119140625
18,11,0,0,0,1,3222.993896484375,3131.27392578125,0
52,12,0,0,1,0,25617.41015625,20080.259765625,20775.359375
54,10,0,0,1,1,9751.271484375,11098.2099609375,19315.359375
53,12,0,0,1,0,0,0,0
55,12,0,0,1,0,0,0,0
26,14,0,0,1,0,21260,19269.240234375,21688.58984375
18,12,0,0,0,0,3608.968994140625,3965.56494140625,19941.919921875
54,12,0,0,1,0,12678.419921875,12478.5498046875,15923.98046875
16,10,0,0,0,1,0,0,12693.669921875
28,17,0,0,1,0,25797.669921875,25243.55078125,25564.669921875
24,12,0,0,1,0,23182.0390625,22128.390625,24472.630859375
39,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
37,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
24,14,0,0,1,0,21730.23046875,25243.55078125,25564.669921875
29,12,0,0,1,0,21475.51953125,21958.310546875,16132.33984375
37,12,0,0,1,0,9279.087890625,11357.8095703125,0
40,10,0,0,1,1,346.7901916503906,490.54840087890625,2365.840087890625
33,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
26,16,0,0,1,0,7002.419921875,9776.9521484375,10248.0302734375
25,12,0,0,1,0,907.1405029296875,435.04840087890625,0
36,10,0,0,1,1,6622.32177734375,13543.7900390625,25564.669921875
49,12,0,0,1,0,0,0,0
19,12,0,0,0,0,2125.803955078125,3593.177001953125,16716.0390625
40,12,0,0,1,0,0,0,0
26,12,0,0,1,0,15989.580078125,16623.150390625,20973.369140625
23,12,0,0,1,0,0,0,0
26,12,0,0,0,0,1201.031005859375,0,21659.0390625
16,9,0,0,0,1,0,0,7443.30908203125
45,12,0,0,1,0,25862.3203125,19800.970703125,18823.279296875
53,18,0,0,1,0,22431.650390625,21795.390625,21687.119140625
33,16,0,0,1,0,2121.885986328125,2692.64501953125,175.84950256347656
47,16,0,0,1,0,7125.85302734375,0,11145.009765625
18,12,0,0,0,0,6067.84912109375,7003.7421875,5631.6162109375
33,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
38,14,0,0,1,0,0,0,0
47,8,0,0,1,1,0,0,0
41,8,0,0,1,1,19218.44921875,13923.33984375,14892.5302734375
16,10,0,0,0,1,0,750.14520263671875,16504.73046875
27,12,0,0,1,0,21020.970703125,18323.94921875,17273.150390625
26,13,0,1,1,0,25862.3203125,25243.55078125,0
21,16,0,0,0,0,4702.240234375,6892.7421875,25564.669921875
40,12,1,0,1,0,18863.8203125,11397.1904296875,18665.16015625
48,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
32,18,1,0,1,0,25862.3203125,25243.55078125,25564.669921875
20,12,0,0,0,0,25188.330078125,23234.810546875,4.43317985534668
42,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
20,14,0,0,0,0,2597.988037109375,1335.5810546875,16792.880859375
16,10,0,0,0,1,591.6986083984375,762.67742919921875,2696.85107421875
41,12,0,0,1,0,7723.43017578125,0,0
26,12,0,0,1,0,0,0,12974.4404296875
53,12,0,1,1,0,17363.01953125,15672.48046875,9102.7958984375
23,12,0,0,1,0,17500.169921875,19466.1796875,25564.669921875
43,8,0,1,1,1,15442.9404296875,11372.1298828125,13063.099609375
25,12,0,0,1,0,43.1038703918457,0,0
23,12,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
29,12,0,0,1,0,25166.779296875,25243.55078125,25564.669921875
39,12,0,0,1,0,24637.779296875,24862.2109375,25564.669921875
46,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
32,13,0,0,1,0,25235.359375,23709.240234375,24041.130859375
28,14,0,0,1,0,6974.990234375,17319.580078125,18957.75
27,11,0,1,1,1,17200.400390625,11404.349609375,11474.5498046875
28,17,0,0,1,0,21391.26953125,21288.73046875,20964.509765625
22,4,0,1,1,1,9978.5458984375,1229.9520263671875,404.8970947265625
29,13,0,0,1,0,1918.1219482421875,495.9194030761719,434.45159912109375
23,10,1,0,1,1,4347.61279296875,0,0
34,12,0,0,1,0,14255.6298828125,15949.98046875,21013.26953125
18,12,0,0,0,0,3720.64794921875,3526.93505859375,787.6282958984375
45,16,0,0,1,0,25862.3203125,25243.55078125,21722.580078125
17,10,0,0,0,1,0,0,7879.23779296875
38,12,0,0,1,0,8383.703125,2660.4189453125,0
22,15,0,0,0,0,9739.5146484375,8403.7744140625,11487.849609375
53,12,0,0,1,0,22508.060546875,23621.51953125,0
48,13,0,0,1,0,24596.640625,12154.5,12596.1396484375
27,16,0,0,1,0,1289.197998046875,7388.6611328125,9361.3984375
32,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
48,12,0,0,1,0,17633.400390625,17366.130859375,21268.919921875
26,17,0,0,1,0,12931.16015625,21224.26953125,0
35,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
41,16,0,0,1,0,270.3788146972656,0,3321.928955078125
30,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
45,13,0,0,1,0,3467.902099609375,3276.2900390625,3379.56103515625
37,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
30,13,0,0,1,0,25862.3203125,19629.099609375,24413.51953125
31,16,0,0,1,0,22905.7890625,22633.259765625,25564.669921875
52,7,1,0,1,1,9265.373046875,4515.19384765625,8807.25
25,12,1,0,0,0,14649.4404296875,16322.3701171875,18264.69921875
38,12,1,0,0,0,11152.150390625,11753.4697265625,10369.2099609375
23,16,0,0,1,0,195.92669677734375,12716.66015625,20388.189453125
22,12,1,0,1,0,11348.0703125,9606.87109375,0
19,11,1,0,1,1,14351.6298828125,11069.5595703125,0
18,11,0,0,0,1,2993.760009765625,3274.5,991.55450439453125
37,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
21,13,1,0,1,0,10211.7001953125,14510.5595703125,2911.12109375
23,12,1,0,1,0,2065.06689453125,4708.5478515625,0
41,16,0,0,0,0,0,0,0
46,8,0,0,1,1,17241.55078125,0,0
27,12,1,0,1,0,12882.1796875,22386.189453125,25564.669921875
21,13,0,0,0,0,1398.916015625,5902.69384765625,9784.0283203125
17,10,0,0,0,1,0,3961.98388671875,1214.6910400390625
41,10,0,0,1,1,24498.669921875,13663.740234375,25564.669921875
48,13,0,0,1,0,13244.6396484375,12102.580078125,4515.93212890625
32,12,0,0,1,0,0,0,0
52,9,1,0,1,1,23987.30078125,24718.98046875,25564.669921875
24,12,0,0,1,0,6124.66796875,0,0
32,12,1,0,1,0,21130.689453125,19860.05078125,25564.669921875
32,10,1,0,1,1,18550.33984375,9019.64453125,15564.8896484375
32,10,1,0,1,1,14179.2099609375,5798.85498046875,18684.369140625
35,12,0,0,1,0,25862.3203125,25148.66015625,25564.669921875
47,10,1,0,1,1,13311.259765625,4397.0322265625,19330.140625
37,12,0,0,0,0,25233.400390625,24892.650390625,25564.669921875
33,13,0,0,1,0,22848.970703125,22685.1796875,25498.169921875
28,16,0,0,1,0,15478.2099609375,17321.369140625,17488.890625
41,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
44,6,0,0,1,1,25862.3203125,21129.390625,25564.669921875
29,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
26,18,0,0,1,0,5832.73681640625,18653.369140625,1691.9969482421875
26,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
50,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
45,16,0,0,1,0,25862.3203125,12890.3203125,25564.669921875
36,12,0,0,1,0,21957.5,22054.98046875,12575.4501953125
19,11,0,1,1,1,7927.19287109375,9529.88671875,19457.23046875
26,12,0,0,1,0,13154.51953125,16743.099609375,25564.669921875
38,12,0,0,1,0,21606.7890625,25243.55078125,25564.669921875
23,11,1,0,0,1,7241.4501953125,6572.27392578125,15177.73046875
27,13,0,1,1,0,10695.6396484375,7435.2099609375,97.52995300292969
30,14,0,1,1,0,25862.3203125,25243.55078125,25564.669921875
38,5,0,1,1,1,25862.3203125,25243.55078125,4187.876953125
31,9,0,1,1,1,18248.609375,16705.5,23603.73046875
53,11,1,0,1,1,22147.55078125,23780.849609375,25564.669921875
48,12,1,0,1,0,25241.23046875,25243.55078125,25564.669921875
17,10,0,0,0,1,2672.43994140625,4617.2421875,14097.509765625
28,18,0,0,0,0,1246.093994140625,0,22819.05078125
29,16,0,0,1,0,25158.94921875,25243.55078125,25564.669921875
28,12,0,0,0,0,8528.6884765625,16850.51953125,8786.5615234375
48,8,1,0,1,1,11602.7802734375,11486.7099609375,16393.900390625
16,10,1,0,0,1,930.65167236328125,6402.19384765625,7574.826171875
26,11,0,0,1,1,17500.169921875,22167.76953125,885.158203125
37,12,0,0,1,0,16473.51953125,14054.0302734375,15081.6796875
48,12,0,0,1,0,0,0,0
32,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
25,13,0,0,1,0,0,0,0
23,7,1,0,1,1,18350.490234375,14967.099609375,25564.669921875
46,9,1,0,1,1,25862.3203125,22874.94921875,24624.83984375
20,12,1,0,0,0,15147.08984375,13959.150390625,17714.990234375
19,12,1,0,0,0,3989.06689453125,9100.2099609375,16005.259765625
28,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
26,17,0,0,1,0,0,0,0
27,16,0,0,1,0,23066.44921875,25161.189453125,25564.669921875
33,8,0,0,1,1,25446.9609375,22490.029296875,0
19,12,0,0,0,0,7390.35400390625,8683.0654296875,12344.9296875
42,6,0,0,1,1,20589.9296875,10917.3896484375,22477.69921875
20,12,0,0,0,0,4014.5380859375,18821.66015625,8087.59814453125
26,14,0,0,1,0,17294.44921875,17033.130859375,5467.587890625
23,12,0,0,1,0,405.5682067871094,495.9194030761719,2491.447021484375
28,12,0,0,1,0,25862.3203125,24985.740234375,25564.669921875
35,16,1,0,1,0,20004.109375,18529.83984375,24283.48046875
28,13,1,0,1,0,17893.98046875,21354.970703125,9306.7216796875
27,16,1,0,1,0,21614.630859375,23351.1796875,22759.939453125
28,16,0,0,1,0,19510.380859375,21188.470703125,25564.669921875
36,12,1,0,1,0,0,0,0
55,12,1,0,0,0,1833.8740234375,4694.22607421875,0
25,16,0,0,0,0,6604.68798828125,10779.5302734375,9213.625
29,16,1,0,1,0,20844.640625,21079.259765625,24382.490234375
29,11,1,0,1,1,22500.220703125,23684.1796875,25564.669921875
50,9,0,0,0,1,20774.109375,23574.970703125,19726.169921875
40,8,0,0,1,1,14641.599609375,13892.900390625,13815.26953125
33,12,0,0,1,0,22202.41015625,15837.1904296875,25564.669921875
50,8,0,0,1,1,22719.66015625,21161.609375,14085.6904296875
55,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
31,12,1,0,1,0,7833.14892578125,18717.8203125,25564.669921875
30,13,0,0,1,0,18397.51953125,17070.73046875,21599.9296875
31,12,0,0,0,0,25862.3203125,25243.55078125,23203.259765625
45,12,0,0,1,0,24290.990234375,25154.029296875,23569.740234375
16,10,0,0,0,1,0,0,8854.5380859375
29,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
27,12,0,0,0,0,16052.26953125,15701.1298828125,13258.16015625
20,10,0,0,0,1,1412.6309814453125,0,6290.68212890625
21,14,0,0,0,0,4386.7978515625,6450.5322265625,8034.39892578125
27,12,0,0,0,0,21042.529296875,20773.109375,23390.9296875
34,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
35,3,0,1,0,1,10519.2998046875,11810.759765625,20305.439453125
35,9,0,1,1,1,16522.5,16163.0302734375,19273.990234375
46,16,0,1,1,0,4792.3671875,5329.7900390625,4319.39501953125
53,16,0,0,1,0,22143.630859375,21457.01953125,21929.4609375
22,15,0,0,0,0,3802.93701171875,5020.06494140625,3988.384033203125
19,12,0,0,0,0,321.3197937011719,159.3386993408203,25564.669921875
25,13,0,1,1,0,23323.109375,21360.33984375,22609.220703125
40,5,0,0,1,1,25862.3203125,25243.55078125,21252.66015625
16,10,0,0,0,1,0,0,3978.0400390625
42,16,0,1,1,0,1112.864013671875,0,3066.282958984375
20,12,0,1,0,0,5139.1572265625,12503.6103515625,11467.16015625
17,10,0,1,0,1,0,1468.06494140625,6144.38720703125
26,16,0,0,1,0,15966.0703125,16470.970703125,20534.490234375
30,16,0,0,1,0,25862.3203125,25243.55078125,4629.716796875
33,12,0,0,1,0,0,0,0
26,16,0,0,1,0,10109.8203125,13744.3095703125,14381.240234375
55,12,0,0,1,0,25862.3203125,25243.55078125,19200.099609375
45,5,0,1,1,1,17903.779296875,16465.599609375,22955
50,6,0,0,1,1,23810.970703125,19509.150390625,18582.41015625
33,14,0,0,1,0,25862.3203125,20474.130859375,10975.080078125
26,17,0,0,1,0,7386.43603515625,9853.9345703125,17298.26953125
17,12,0,0,0,0,4508.27294921875,4459.69384765625,12817.7998046875
16,10,0,0,0,1,1357.77197265625,809.225830078125,8473.2841796875
26,14,0,0,0,0,8411.1318359375,0,0
24,9,0,0,1,1,14798.33984375,13683.4404296875,15635.8203125
41,12,0,0,1,0,25862.3203125,25243.55078125,18069.640625
27,14,0,0,1,0,3495.33203125,4846.40283203125,10967.6904296875
42,10,0,0,1,1,25862.3203125,25243.55078125,14155.1396484375
23,12,0,0,1,0,14655.3203125,25243.55078125,0
36,12,1,0,0,0,2092.4970703125,4286.0322265625,3206.6669921875
